
cwp001,5,0,0,0.234

cwp002,8.55,0,0,0.296401

cwp003,5,0,0,0.2496

cwp004,7.95,0,0,0.421201

cwp005,4.8,2843,0,0.982802

cwp006,5.45,0,0,0.2652

cwp007,5.45,0,0,0.436801

cwp008,5.15,0,0,0.1872

cwp009,4.6,0,0,0.2496

cwp010,3.6,0,0,0.312001

cwp011,15.8,47385,0,62.1015

cwp012,14.15,2154297,0.0141343,3606.98

cwp013,12.75,2080450,0.0526482,3635.41

cwp014,10,956,0,3.65041

cwp015,14.25,1379,0,7.61281

cwp016,8.65,1317,0,7.41001

cwp017,8.65,1333966,0.00578035,3600.08

cwp018,14,2423383,0.0136169,3625.97

cwp019,12.8,1283554,0.00437826,3602.08

cwp020,8.1,1502949,0.013468,3613.98

cwp021,23.4,179285,0.00310974,3603.62

cwp022,27.3,85261,0.032967,3600.18

cwp023,26.95,123144,0.00811811,3611.36

cwp024,18.75,78268,0.00434516,3601.97

cwp025,21.6,183550,0.00641856,3600.09

cwp026,14.8,434737,0.00844595,3600.77

cwp027,19.75,439242,0.00529468,3600.8

cwp028,24.45,745664,0.00452257,3615.82

cwp029,20.35,287590,0.0134214,3601.21

cwp030,18.45,310323,0.0087229,3600.89

cwp031,26.1,218590,0.00645938,3608.23

cwp032,39.15,7033,0.0396251,3600.38

cwp033,29.95,49093,0.0765468,3600.11

cwp034,33.3,55659,0.00664371,3600.3

cwp035,30.45,46277,0.012917,3617.53

cwp036,24.45,48945,0.0229811,3600.09

cwp037,21.95,73383,0.0217309,3601.73

cwp038,24.5,109368,0.00993622,3601.66

cwp039,17.95,159338,0.00872795,3600.1

cwp040,20.8,55994,0.00801828,3600.16

cwp041,51.1,12376,0.0867214,3601.34

cwp042,40.55,164980,0.00666872,3601.29

cwp043,48.05,20154,0.0979064,3600.3

cwp044,28.8,40830,0.0967406,3612

cwp045,58.75,6718,0.0137713,3600.45

cwp046,37.3,53185,0.0067542,3600.37

cwp047,31.4,9052,0.130479,3600.44

cwp048,31.7,82195,0.0113636,3600.48

cwp049,34.05,30399,0.0164582,3619.35

cwp050,30.45,4986,0.0248494,3600.35
